職缺名稱,職缺連結,公司名稱,工作地區,薪資待遇
高雄軟體園區-大數據平台開發工程師,https://www.104.com.tw/job/7lg0w?jobsource=jolist_c_relevance,鴻佰科技股份有限公司,高雄市前鎮區,待遇面議
數據科學家(外派),https://www.104.com.tw/job/7uyip?jobsource=jolist_c_relevance,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,其他亞洲,待遇面議
【2023暑期實習】資訊安全實習生,https://www.104.com.tw/job/7a9xx?jobsource=jolist_c_relevance,(總公司)南山人壽保險股份有限公司,台北市中山區,"月薪31,250~33,250元"
深度學習工程師,https://www.104.com.tw/job/7310q?jobsource=jolist_c_relevance,綠農電科股份有限公司,台南市中西區,"月薪42,000~65,000元"
G8-長照及健康數據分析應用,https://www.104.com.tw/job/7ymix?jobsource=jolist_c_relevance,財團法人中衛發展中心,台北市中正區,"月薪35,000元以上"
【竹馬】醫學研究科-研究助理,https://www.104.com.tw/job/7wr4m?jobsource=jolist_c_relevance,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,新竹市,待遇面議
商品企劃管理師,https://www.104.com.tw/job/7ruad?jobsource=jolist_c_relevance,裕隆集團_納智捷汽車股份有限公司,新北市新店區,"月薪35,000~60,000元"
"【數位金融】資料科學分析師 -數據應用 (數數發中心,DDT)",https://www.104.com.tw/job/6v7kl?jobsource=jolist_c_relevance,國泰世華商業銀行股份有限公司_人力資源部,台北市信義區,待遇面議
SM2136 國外業務(美國區) Sales Account Manager for USA Market,https://www.104.com.tw/job/53ni2?jobsource=jolist_c_relevance,建騰創達科技股份有限公司,台北市內湖區,"月薪40,000~100,000元"
"【數位金融】專案管理師(數數發中心, DDT)",https://www.104.com.tw/job/56s47?jobsource=jolist_c_relevance,國泰世華商業銀行股份有限公司_人力資源部,台北市信義區,待遇面議
智慧生產軟體開發工程師,https://www.104.com.tw/job/74lb4?jobsource=jolist_c_relevance,希華晶體科技股份有限公司,台中市潭子區,待遇面議
CIM系統開發工程師(龍潭廠)R66,https://www.104.com.tw/job/7603a?jobsource=jolist_c_relevance,友達光電股份有限公司,桃園市龍潭區,待遇面議
廠務氣化工程師(后里廠)R10,https://www.104.com.tw/job/45nyk?jobsource=jolist_c_relevance,友達光電股份有限公司,台中市后里區,待遇面議
交易員(計量交易部),https://www.104.com.tw/job/7wlcx?jobsource=jolist_c_relevance,永豐金證券股份有限公司,新北市板橋區,待遇面議
大數據分析人員,https://www.104.com.tw/job/7vw84?jobsource=jolist_c_relevance,華南商業銀行股份有限公司,台北市信義區,"月薪45,000~50,000元"
產品經理Product Manager (產品技術支援),https://www.104.com.tw/job/7fa02?jobsource=jolist_c_relevance,美商訊能集思智能科技股份有限公司台灣分公司,台北市信義區,"月薪50,000元以上"
資料科學家,https://www.104.com.tw/job/7rvx4?jobsource=jolist_c_relevance,三井住友海上集團_明台產物保險股份有限公司_數位暨資訊科技處,台北市大安區,待遇面議
產品PM/專案管理工程師(新竹廠)R98,https://www.104.com.tw/job/5x9se?jobsource=jolist_d_relevance,友達光電股份有限公司,新竹市,待遇面議
PLC / SCADA / 大數據及AI應用  規劃工程師 & 儲備主管 (待派，中區或雲嘉地區),https://www.104.com.tw/job/6o4gl?jobsource=jolist_d_relevance,穎杰科技股份有限公司,雲林縣虎尾鎮,待遇面議
資料工程師(數據應用部),https://www.104.com.tw/job/7bka6?jobsource=jolist_d_relevance,永豐金證券股份有限公司,台北市中正區,待遇面議
D468 分眾維繫行銷PM (可遠端工作),https://www.104.com.tw/job/6kp9v?jobsource=jolist_d_relevance,台灣大哥大股份有限公司,台北市信義區,遠端工作
產品管理師(設計工具開發),https://www.104.com.tw/job/7vfw5?jobsource=jolist_d_relevance,財團法人台灣設計研究院,台北市信義區,遠端工作
口碑大數據研發助理,https://www.104.com.tw/job/791i2?jobsource=jolist_d_relevance,亞洲指標數位行銷顧問股份有限公司,台北市松山區,"月薪32,000~40,000元"
商業智慧顧問 （消費大數據分析）,https://www.104.com.tw/job/7p7dj?jobsource=jolist_d_relevance,歐易亞科技股份有限公司,台北市中正區,待遇面議
數據專案規劃驅動人員,https://www.104.com.tw/job/7ygrn?jobsource=jolist_d_relevance,O-Bank_王道商業銀行股份有限公司,台北市內湖區,待遇面議
工程師助理-AI人工智慧軟體-高雄,https://www.104.com.tw/job/7z3g3?jobsource=jolist_d_relevance,貝登堡國際股份有限公司,高雄市新興區,待遇面議
藥物安全組-藥師,https://www.104.com.tw/job/4o7fr?jobsource=jolist_d_relevance,財團法人藥害救濟基金會,台北市中正區,待遇面議
營運長特助,https://www.104.com.tw/job/80110?jobsource=jolist_d_relevance,迷客夏/綠光牧場主題飲品_亞享實業股份有限公司,台南市北區,待遇面議
AT-內湖 知名數位科技集團 資料分析師 (Tableau/PowerBI/SQL/一年經驗即投履歷),https://www.104.com.tw/job/7s8tt?jobsource=jolist_d_relevance,新加坡商立可人事顧問有限公司台灣分公司,台北市內湖區,"月薪38,000~48,000元"
數據分析師(數據加工),https://www.104.com.tw/job/7p5n8?jobsource=jolist_d_relevance,台北富邦商業銀行股份有限公司,台北市內湖區,待遇面議
業務工程師,https://www.104.com.tw/job/6yqqj?jobsource=jolist_d_relevance,迪麥科技股份有限公司,新竹縣竹北市,"年薪600,000~1,200,000元"
大數據專案管理師(研發中心),https://www.104.com.tw/job/7stw6?jobsource=jolist_d_relevance,成運汽車製造股份有限公司,桃園市大園區,待遇面議
【行動智慧事業處】Sales Director / Sales Manager (Digital Advertising Solution) 台灣數位廣告業務總監/業務經理,https://www.104.com.tw/job/7bdr6?jobsource=jolist_d_relevance,現觀科技股份有限公司,台北市中山區,待遇面議
業務拓展開發,https://www.104.com.tw/job/7qawc?jobsource=jolist_d_relevance,英丰寶資訊股份有限公司,台北市大安區,待遇面議
軟體開發工程師(實習),https://www.104.com.tw/job/71y92?jobsource=jolist_d_relevance,聯瞻資訊股份有限公司,台北市松山區,遠端工作
資料庫工程師 / 資深資料庫工程師,https://www.104.com.tw/job/72ixa?jobsource=jolist_d_relevance,剛谷科技股份有限公司,台中市西屯區,"月薪45,000~70,000元"
【美十樂連鎖藥局】品牌行銷副理,https://www.104.com.tw/job/7wwge?jobsource=jolist_d_relevance,美十樂專業藥妝_美十樂健康事業股份有限公司,台中市南屯區,待遇面議
調查研究專題中心-資料分析師,https://www.104.com.tw/job/7xqoj?jobsource=jolist_d_relevance,中央研究院_人文社會科學研究中心,台北市南港區,"月薪48,015~92,605元"
【數位金融】部門主管-(線上面談),https://www.104.com.tw/job/6xsfl?jobsource=jolist_d_relevance,遠東國際商業銀行股份有限公司,台北市信義區,待遇面議
【中嘉集團正職】（資深）業務專員（樹林）【保障底薪+獎金】,https://www.104.com.tw/job/6nlnu?jobsource=jolist_d_relevance,中嘉數位股份有限公司,新北市樹林區,"月薪30,000~46,000元"
系統整合工程師,https://www.104.com.tw/job/7l7hn?jobsource=jolist_d_relevance,億宣應用科技股份有限公司,新北市汐止區,待遇面議
ETL工程師,https://www.104.com.tw/job/6uzw2?jobsource=jolist_d_relevance,台北神策諮詢顧問有限公司,台北市中山區,待遇面議
資訊工程師-系統導入、程式開發及維護界接(楊梅廠),https://www.104.com.tw/job/7y300?jobsource=jolist_d_relevance,太平洋電線電纜股份有限公司,桃園市楊梅區,"月薪36,600~50,000元"
AI資深工程師,https://www.104.com.tw/job/7vt62?jobsource=jolist_d_relevance,志合訊息股份有限公司,台北市內湖區,待遇面議
數據科學家(外派),https://www.104.com.tw/job/7uyip?jobsource=jolist_d_relevance,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,其他亞洲,待遇面議
【2023暑期實習】資訊安全實習生,https://www.104.com.tw/job/7a9xx?jobsource=jolist_d_relevance,(總公司)南山人壽保險股份有限公司,台北市中山區,"月薪31,250~33,250元"
數據分析工程師,https://www.104.com.tw/job/7epiy?jobsource=jolist_d_relevance,安瑟樂威股份有限公司,台北市信義區,待遇面議
程式設計師,https://www.104.com.tw/job/5whxi?jobsource=jolist_d_relevance,水靈科技股份有限公司,高雄市苓雅區,"月薪32,000~35,000元"
【總管理中心】- 資訊專員,https://www.104.com.tw/job/7zxq0?jobsource=jolist_d_relevance,香繼光集團_香繼光股份有限公司,台中市太平區,"月薪30,900元以上"
深度學習工程師,https://www.104.com.tw/job/7310q?jobsource=jolist_d_relevance,綠農電科股份有限公司,台南市中西區,"月薪42,000~65,000元"
系統設計/軟韌體 工程師,https://www.104.com.tw/job/7nb7o?jobsource=jolist_d_relevance,台船動力科技股份有限公司,基隆市中正區,待遇面議
